"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Hotelling's Law.nlogox"
"Baseline"
"05/15/2026 17:14:53:642 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","layout","number-of-stores","rules","[step]","ticks","store-positions","store-market-shares","store-prices"
"864","line","7","moving-only","10","10","[[1 0 15] [4 0 -1] [2 0 -1] [3 0 6] [6 0 13] [0 0 -5] [5 0 3]]","[[1 7] [4 2] [2 2] [3 5] [6 4] [0 18] [5 3]]","[[1 10] [4 10] [2 10] [3 10] [6 10] [0 10] [5 10]]"
"863","line","7","moving-only","10","10","[[3 0 14] [1 0 6] [4 0 16] [2 0 -14] [0 0 -11] [6 0 16] [5 0 -3]]","[[3 6] [1 8] [4 2] [2 8] [0 5] [6 3] [5 9]]","[[3 10] [1 10] [4 10] [2 10] [0 10] [6 10] [5 10]]"
"860","line","7","normal","10","10","[[0 0 -5] [2 0 15] [4 0 4] [3 0 1] [1 0 -16] [5 0 -15] [6 0 14]]","[[0 5] [2 6] [4 4] [3 7] [1 11] [5 1] [6 7]]","[[0 6] [2 2] [4 4] [3 3] [1 3] [5 4] [6 2]]"
"859","line","7","normal","10","10","[[3 0 7] [6 0 -3] [5 0 -6] [1 0 11] [4 0 -16] [2 0 15] [0 0 16]]","[[3 6] [6 8] [5 9] [1 4] [4 6] [2 3] [0 5]]","[[3 6] [6 5] [5 7] [1 4] [4 13] [2 3] [0 3]]"
"866","line","7","moving-only","10","10","[[0 0 -15] [1 0 11] [3 0 2] [4 0 14] [2 0 -15] [5 0 -4] [6 0 14]]","[[0 6] [1 6] [3 7] [4 1] [2 5] [5 9] [6 7]]","[[0 10] [1 10] [3 10] [4 10] [2 10] [5 10] [6 10]]"
"865","line","7","moving-only","10","10","[[6 0 -11] [0 0 14] [4 0 7] [3 0 6] [1 0 -15] [2 0 15] [5 0 -8]]","[[6 3] [0 4] [4 4] [3 8] [1 8] [2 6] [5 8]]","[[6 10] [0 10] [4 10] [3 10] [1 10] [2 10] [5 10]]"
"868","line","7","moving-only","10","10","[[5 0 10] [0 0 -16] [4 0 -16] [1 0 -2] [2 0 -11] [6 0 12] [3 0 -2]]","[[5 6] [0 4] [4 3] [1 7] [2 7] [6 10] [3 4]]","[[5 10] [0 10] [4 10] [1 10] [2 10] [6 10] [3 10]]"
"869","line","7","moving-only","10","10","[[4 0 1] [5 0 -7] [3 0 -1] [1 0 -15] [0 0 -6] [2 0 -14] [6 0 3]]","[[4 3] [5 4] [3 3] [1 6] [0 3] [2 4] [6 18]]","[[4 10] [5 10] [3 10] [1 10] [0 10] [2 10] [6 10]]"
"867","line","7","moving-only","10","10","[[4 0 -3] [0 0 -6] [1 0 -6] [3 0 1] [2 0 14] [5 0 9] [6 0 14]]","[[4 3] [0 8] [1 8] [3 6] [2 4] [5 7] [6 5]]","[[4 10] [0 10] [1 10] [3 10] [2 10] [5 10] [6 10]]"
"870","line","7","moving-only","10","10","[[1 0 5] [6 0 7] [0 0 17] [5 0 13] [4 0 13] [3 0 -9] [2 0 0]]","[[1 4] [6 4] [0 5] [5 1] [4 4] [3 16] [2 7]]","[[1 10] [6 10] [0 10] [5 10] [4 10] [3 10] [2 10]]"
"871","line","7","moving-only","10","10","[[4 0 -8] [0 0 3] [2 0 -9] [5 0 13] [3 0 -10] [1 0 -6] [6 0 12]]","[[4 1] [0 9] [2 1] [5 8] [3 11] [1 6] [6 5]]","[[4 10] [0 10] [2 10] [5 10] [3 10] [1 10] [6 10]]"
"872","line","7","moving-only","10","10","[[6 0 -1] [3 0 13] [2 0 -14] [1 0 -1] [4 0 -1] [5 0 -17] [0 0 -18]]","[[6 4] [3 15] [2 8] [1 6] [4 3] [5 2] [0 3]]","[[6 10] [3 10] [2 10] [1 10] [4 10] [5 10] [0 10]]"
"874","line","7","moving-only","10","10","[[4 0 8] [5 0 15] [2 0 6] [0 0 14] [6 0 2] [1 0 -14] [3 0 -13]]","[[4 4] [5 6] [2 4] [0 3] [6 9] [1 7] [3 8]]","[[4 10] [5 10] [2 10] [0 10] [6 10] [1 10] [3 10]]"
"873","line","7","moving-only","10","10","[[4 0 8] [3 0 -7] [6 0 2] [5 0 -3] [0 0 14] [1 0 8] [2 0 -4]]","[[4 5] [3 15] [6 5] [5 3] [0 9] [1 2] [2 2]]","[[4 10] [3 10] [6 10] [5 10] [0 10] [1 10] [2 10]]"
"875","line","7","moving-only","10","10","[[2 0 3] [6 0 -10] [3 0 -1] [1 0 -4] [5 0 3] [4 0 0] [0 0 -13]]","[[2 7] [6 4] [3 2] [1 5] [5 12] [4 2] [0 9]]","[[2 10] [6 10] [3 10] [1 10] [5 10] [4 10] [0 10]]"
"877","line","7","moving-only","10","10","[[1 0 -11] [6 0 -4] [2 0 -4] [0 0 3] [4 0 -11] [3 0 -14] [5 0 3]]","[[1 3] [6 2] [2 5] [0 8] [4 2] [3 8] [5 13]]","[[1 10] [6 10] [2 10] [0 10] [4 10] [3 10] [5 10]]"
"878","line","7","moving-only","10","10","[[0 0 12] [5 0 5] [4 0 -4] [3 0 -4] [2 0 9] [6 0 5] [1 0 -13]]","[[0 10] [5 4] [4 4] [3 5] [2 3] [6 3] [1 12]]","[[0 10] [5 10] [4 10] [3 10] [2 10] [6 10] [1 10]]"
"879","line","7","moving-only","10","10","[[4 0 -1] [0 0 -10] [5 0 -18] [1 0 16] [2 0 -10] [6 0 -13] [3 0 -18]]","[[4 13] [0 5] [5 3] [1 13] [2 1] [6 4] [3 2]]","[[4 10] [0 10] [5 10] [1 10] [2 10] [6 10] [3 10]]"
"880","line","7","moving-only","10","10","[[4 0 16] [5 0 14] [3 0 -16] [1 0 4] [0 0 -3] [2 0 -17] [6 0 -11]]","[[4 5] [5 6] [3 3] [1 9] [0 8] [2 4] [6 6]]","[[4 10] [5 10] [3 10] [1 10] [0 10] [2 10] [6 10]]"
"881","line","7","pricing-only","10","10","[[6 0 11] [1 0 13] [2 0 -7] [0 0 -6] [5 0 5] [3 0 -10] [4 0 -13]]","[[6 10] [1 4] [2 2] [0 8] [5 5] [3 4] [4 8]]","[[6 2] [1 4] [2 2] [0 2] [5 6] [3 2] [4 4]]"
"882","line","7","pricing-only","10","10","[[5 0 -13] [3 0 9] [2 0 -11] [6 0 1] [4 0 -15] [0 0 16] [1 0 -15]]","[[5 7] [3 8] [2 4] [6 8] [4 2] [0 7] [1 5]]","[[5 2] [3 9] [2 4] [6 8] [4 1] [0 12] [1 1]]"
"883","line","7","pricing-only","10","10","[[0 0 -5] [4 0 17] [1 0 2] [6 0 -10] [2 0 -4] [3 0 2] [5 0 4]]","[[0 13] [4 5] [1 9] [6 3] [2 4] [3 0] [5 7]]","[[0 1] [4 12] [1 1] [6 6] [2 1] [3 2] [5 3]]"
"884","line","7","pricing-only","10","10","[[2 0 4] [1 0 13] [3 0 17] [6 0 20] [5 0 11] [4 0 -8] [0 0 -6]]","[[2 4] [1 4] [3 4] [6 1] [5 6] [4 13] [0 9]]","[[2 8] [1 5] [3 6] [6 8] [5 5] [4 4] [0 3]]"
"876","line","7","moving-only","10","10","[[0 0 8] [3 0 4] [4 0 14] [6 0 -15] [5 0 -4] [1 0 14] [2 0 -15]]","[[0 5] [3 5] [4 5] [6 8] [5 10] [1 5] [2 3]]","[[0 10] [3 10] [4 10] [6 10] [5 10] [1 10] [2 10]]"
"885","line","7","pricing-only","10","10","[[3 0 -16] [4 0 -19] [0 0 -5] [2 0 19] [1 0 17] [6 0 16] [5 0 -17]]","[[3 0] [4 0] [0 8] [2 2] [1 9] [6 8] [5 14]]","[[3 3] [4 3] [0 9] [2 3] [1 1] [6 2] [5 1]]"
"886","line","7","pricing-only","10","10","[[0 0 14] [3 0 -1] [5 0 -10] [4 0 -19] [1 0 7] [6 0 14] [2 0 0]]","[[0 4] [3 8] [5 6] [4 6] [1 4] [6 8] [2 5]]","[[0 1] [3 2] [5 8] [4 9] [1 4] [6 1] [2 2]]"
"888","line","7","pricing-only","10","10","[[6 0 20] [0 0 7] [2 0 -18] [5 0 20] [3 0 14] [4 0 16] [1 0 -14]]","[[6 2] [0 11] [2 14] [5 2] [3 4] [4 5] [1 3]]","[[6 2] [0 12] [2 8] [5 2] [3 7] [4 5] [1 12]]"
"887","line","7","pricing-only","10","10","[[2 0 -16] [0 0 -8] [3 0 5] [5 0 -6] [4 0 -20] [6 0 5] [1 0 5]]","[[2 7] [0 5] [3 7] [5 5] [4 1] [6 7] [1 9]]","[[2 6] [0 5] [3 1] [5 4] [4 10] [6 1] [1 1]]"
"889","line","7","pricing-only","10","10","[[4 0 10] [0 0 -20] [5 0 10] [3 0 2] [2 0 6] [6 0 14] [1 0 18]]","[[4 0] [0 7] [5 6] [3 16] [2 5] [6 4] [1 3]]","[[4 1] [0 14] [5 1] [3 5] [2 2] [6 4] [1 7]]"
"892","line","7","pricing-only","10","10","[[3 0 -19] [2 0 -7] [4 0 16] [1 0 -13] [6 0 7] [0 0 14] [5 0 15]]","[[3 4] [2 9] [4 5] [1 7] [6 8] [0 5] [5 3]]","[[3 9] [2 9] [4 2] [1 8] [6 8] [0 3] [5 2]]"
"891","line","7","pricing-only","10","10","[[4 0 -17] [1 0 13] [3 0 -17] [2 0 7] [0 0 -8] [6 0 4] [5 0 11]]","[[4 6] [1 8] [3 5] [2 5] [0 6] [6 8] [5 3]]","[[4 1] [1 4] [3 1] [2 2] [0 7] [6 4] [5 3]]"
"890","line","7","pricing-only","10","10","[[4 0 -4] [0 0 15] [6 0 -18] [3 0 5] [5 0 0] [2 0 -3] [1 0 -9]]","[[4 4] [0 9] [6 5] [3 2] [5 7] [2 12] [1 2]]","[[4 2] [0 12] [6 11] [3 9] [5 4] [2 1] [1 7]]"
"894","line","7","pricing-only","10","10","[[5 0 -9] [4 0 11] [1 0 -11] [6 0 -20] [3 0 -8] [0 0 -2] [2 0 5]]","[[5 2] [4 10] [1 9] [6 1] [3 6] [0 5] [2 8]]","[[5 1] [4 12] [1 2] [6 10] [3 1] [0 6] [2 8]]"
"893","line","7","pricing-only","10","10","[[1 0 17] [0 0 12] [3 0 -3] [6 0 -19] [5 0 -18] [2 0 -12] [4 0 20]]","[[1 6] [0 10] [3 10] [6 4] [5 4] [2 6] [4 1]]","[[1 6] [0 8] [3 10] [6 2] [5 3] [2 8] [4 9]]"
"895","line","7","pricing-only","10","10","[[0 0 -9] [1 0 17] [3 0 10] [2 0 -7] [4 0 20] [5 0 4] [6 0 -10]]","[[0 11] [1 3] [3 5] [2 7] [4 5] [5 7] [6 3]]","[[0 1] [1 5] [3 7] [2 3] [4 2] [5 7] [6 2]]"
"896","line","7","pricing-only","10","10","[[0 0 -20] [2 0 10] [1 0 16] [3 0 -9] [4 0 0] [6 0 -17] [5 0 -5]]","[[0 2] [2 8] [1 7] [3 5] [4 7] [6 6] [5 6]]","[[0 8] [2 10] [1 11] [3 7] [4 8] [6 7] [5 6]]"
"897","line","7","pricing-only","10","10","[[4 0 -20] [6 0 15] [1 0 13] [2 0 12] [3 0 16] [5 0 -2] [0 0 -13]]","[[4 4] [6 3] [1 14] [2 0] [3 3] [5 8] [0 9]]","[[4 8] [6 2] [1 1] [2 3] [3 3] [5 10] [0 9]]"
"899","line","7","pricing-only","10","10","[[4 0 -9] [0 0 2] [2 0 -16] [1 0 -11] [3 0 -17] [6 0 2] [5 0 18]]","[[4 6] [0 7] [2 3] [1 3] [3 4] [6 12] [5 6]]","[[4 3] [0 1] [2 2] [1 3] [3 2] [6 1] [5 10]]"
"900","line","7","pricing-only","10","10","[[0 0 -14] [5 0 1] [3 0 12] [1 0 -1] [4 0 8] [6 0 -2] [2 0 19]]","[[0 8] [5 6] [3 6] [1 2] [4 4] [6 11] [2 4]]","[[0 11] [5 3] [3 7] [1 2] [4 6] [6 2] [2 9]]"
"898","line","7","pricing-only","10","10","[[4 0 5] [2 0 1] [5 0 0] [1 0 18] [3 0 12] [0 0 -16] [6 0 6]]","[[4 6] [2 2] [5 14] [1 4] [3 5] [0 7] [6 3]]","[[4 2] [2 2] [5 2] [1 9] [3 7] [0 14] [6 3]]"
"901","line","8","normal","10","10","[[1 0 -17] [5 0 -2] [6 0 2] [4 0 11] [3 0 13] [0 0 -14] [2 0 -10] [7 0 18]]","[[1 5] [5 5] [6 5] [4 7] [3 5] [0 5] [2 5] [7 4]]","[[1 3] [5 7] [6 6] [4 3] [3 3] [0 3] [2 6] [7 6]]"
"903","line","8","normal","10","10","[[1 0 16] [7 0 18] [2 0 -15] [0 0 2] [3 0 19] [6 0 -1] [4 0 -16] [5 0 9]]","[[1 6] [7 1] [2 13] [0 7] [3 2] [6 7] [4 0] [5 5]]","[[1 4] [7 5] [2 5] [0 4] [3 5] [6 6] [4 7] [5 6]]"
"902","line","8","normal","10","10","[[5 0 9] [2 0 -1] [0 0 7] [1 0 1] [3 0 -11] [7 0 18] [6 0 -15] [4 0 17]]","[[5 6] [2 4] [0 4] [1 4] [3 10] [7 0] [6 6] [4 7]]","[[5 3] [2 6] [0 3] [1 5] [3 4] [7 6] [6 7] [4 4]]"
"904","line","8","normal","10","10","[[6 0 -3] [2 0 -14] [4 0 7] [5 0 14] [0 0 -13] [1 0 -2] [7 0 5] [3 0 17]]","[[6 6] [2 8] [4 3] [5 7] [0 5] [1 3] [7 5] [3 4]]","[[6 3] [2 1] [4 5] [5 4] [0 2] [1 4] [7 4] [3 6]]"
"905","line","8","normal","10","10","[[1 0 -13] [2 0 -3] [3 0 18] [7 0 16] [4 0 -14] [6 0 -2] [0 0 9] [5 0 9]]","[[1 5] [2 5] [3 3] [7 4] [4 7] [6 8] [0 5] [5 4]]","[[1 2] [2 2] [3 6] [7 5] [4 2] [6 1] [0 2] [5 2]]"
"906","line","8","normal","10","10","[[1 0 19] [5 0 5] [4 0 4] [2 0 16] [0 0 1] [6 0 -16] [3 0 -18] [7 0 -7]]","[[1 2] [5 7] [4 3] [2 7] [0 8] [6 11] [3 1] [7 2]]","[[1 6] [5 3] [4 3] [2 5] [0 5] [6 5] [3 7] [7 11]]"
"908","line","8","normal","10","10","[[6 0 -15] [7 0 -12] [2 0 -19] [3 0 1] [4 0 13] [0 0 -5] [1 0 3] [5 0 9]]","[[6 7] [7 5] [2 0] [3 11] [4 8] [0 4] [1 5] [5 1]]","[[6 5] [7 5] [2 10] [3 1] [4 12] [0 5] [1 3] [5 9]]"
"907","line","8","normal","10","10","[[0 0 -12] [6 0 15] [1 0 0] [2 0 -16] [3 0 -20] [7 0 -18] [5 0 -1] [4 0 16]]","[[0 4] [6 11] [1 9] [2 5] [3 0] [7 3] [5 8] [4 1]]","[[0 4] [6 2] [1 1] [2 1] [3 5] [7 2] [5 1] [4 3]]"
"909","line","8","normal","10","10","[[1 0 11] [2 0 10] [7 0 -15] [5 0 17] [0 0 -19] [3 0 -2] [6 0 -10] [4 0 -4]]","[[1 5] [2 7] [7 6] [5 5] [0 2] [3 7] [6 5] [4 4]]","[[1 2] [2 2] [7 4] [5 5] [0 6] [3 3] [6 4] [4 3]]"
"910","line","8","normal","10","10","[[3 0 -16] [0 0 1] [4 0 -13] [6 0 17] [7 0 13] [5 0 11] [1 0 -7] [2 0 2]]","[[3 1] [0 9] [4 9] [6 0] [7 8] [5 7] [1 6] [2 1]]","[[3 8] [0 2] [4 5] [6 6] [7 1] [5 1] [1 5] [2 3]]"
"911","line","8","normal","10","10","[[6 0 -11] [0 0 -4] [4 0 18] [2 0 11] [3 0 3] [7 0 -14] [5 0 14] [1 0 12]]","[[6 7] [0 6] [4 4] [2 7] [3 5] [7 7] [5 1] [1 4]]","[[6 6] [0 7] [4 5] [2 3] [3 7] [7 8] [5 5] [1 3]]"
"913","line","8","normal","10","10","[[6 0 15] [3 0 -3] [2 0 -14] [5 0 10] [4 0 9] [7 0 -15] [1 0 -5] [0 0 -8]]","[[6 7] [3 7] [2 5] [5 4] [4 6] [7 6] [1 6] [0 0]]","[[6 7] [3 4] [2 2] [5 5] [4 5] [7 2] [1 3] [0 6]]"
"914","line","8","normal","10","10","[[5 0 -15] [4 0 2] [3 0 9] [6 0 18] [0 0 17] [2 0 9] [7 0 -9] [1 0 11]]","[[5 5] [4 5] [3 0] [6 3] [0 3] [2 7] [7 14] [1 4]]","[[5 10] [4 7] [3 4] [6 5] [0 4] [2 3] [7 4] [1 3]]"
"915","line","8","normal","10","10","[[5 0 -7] [3 0 11] [4 0 0] [6 0 7] [7 0 -7] [1 0 -17] [2 0 14] [0 0 -15]]","[[5 6] [3 10] [4 4] [6 8] [7 5] [1 4] [2 0] [0 4]]","[[5 1] [3 5] [4 4] [6 3] [7 1] [1 5] [2 9] [0 4]]"
"912","line","8","normal","10","10","[[5 0 -17] [6 0 4] [4 0 5] [2 0 12] [7 0 -8] [0 0 -18] [3 0 15] [1 0 -7]]","[[5 7] [6 6] [4 5] [2 5] [7 5] [0 1] [3 6] [1 6]]","[[5 3] [6 4] [4 4] [2 5] [7 3] [0 4] [3 7] [1 3]]"
"916","line","8","normal","10","10","[[4 0 1] [0 0 -1] [6 0 -13] [3 0 14] [7 0 14] [2 0 6] [1 0 -10] [5 0 4]]","[[4 2] [0 7] [6 0] [3 0] [7 11] [2 4] [1 14] [5 3]]","[[4 2] [0 2] [6 8] [3 3] [7 2] [2 4] [1 4] [5 3]]"
"917","line","8","normal","10","10","[[1 0 -13] [3 0 -15] [6 0 15] [4 0 -9] [5 0 -14] [7 0 6] [2 0 9] [0 0 -19]]","[[1 5] [3 2] [6 7] [4 3] [5 3] [7 11] [2 6] [0 4]]","[[1 3] [3 2] [6 7] [4 7] [5 2] [7 3] [2 3] [0 2]]"
"922","line","8","moving-only","10","10","[[0 0 -3] [7 0 -14] [2 0 -17] [6 0 -8] [5 0 12] [4 0 -7] [1 0 -17] [3 0 12]]","[[0 9] [7 5] [2 1] [6 3] [5 8] [4 3] [1 4] [3 8]]","[[0 10] [7 10] [2 10] [6 10] [5 10] [4 10] [1 10] [3 10]]"
"918","line","8","normal","10","10","[[6 0 -4] [4 0 -5] [7 0 -15] [5 0 15] [1 0 16] [3 0 7] [0 0 -16] [2 0 3]]","[[6 5] [4 5] [7 5] [5 6] [1 3] [3 7] [0 6] [2 4]]","[[6 3] [4 3] [7 3] [5 5] [1 6] [3 5] [0 2] [2 6]]"
"919","line","8","normal","10","10","[[5 0 -12] [2 0 18] [4 0 5] [1 0 -17] [7 0 19] [6 0 0] [3 0 10] [0 0 9]]","[[5 11] [2 6] [4 5] [1 4] [7 0] [6 7] [3 7] [0 1]]","[[5 7] [2 3] [4 6] [1 11] [7 5] [6 8] [3 3] [0 4]]"
"920","line","8","normal","10","10","[[2 0 -9] [7 0 -17] [5 0 15] [4 0 17] [3 0 0] [0 0 -7] [6 0 -1] [1 0 -17]]","[[2 7] [7 7] [5 13] [4 0] [3 11] [0 3] [6 0] [1 0]]","[[2 2] [7 3] [5 4] [4 7] [3 3] [0 4] [6 5] [1 4]]"
"923","line","8","moving-only","10","10","[[0 0 -17] [4 0 -9] [6 0 5] [2 0 9] [7 0 11] [5 0 -17] [3 0 1] [1 0 -3]]","[[0 4] [4 7] [6 4] [2 4] [7 10] [5 4] [3 3] [1 5]]","[[0 10] [4 10] [6 10] [2 10] [7 10] [5 10] [3 10] [1 10]]"
"924","line","8","moving-only","10","10","[[6 0 15] [1 0 -3] [5 0 -15] [7 0 7] [2 0 -1] [0 0 8] [3 0 -14] [4 0 -11]]","[[6 9] [1 5] [5 6] [7 4] [2 6] [0 4] [3 2] [4 5]]","[[6 10] [1 10] [5 10] [7 10] [2 10] [0 10] [3 10] [4 10]]"
"925","line","8","moving-only","10","10","[[6 0 -18] [7 0 -1] [1 0 -9] [2 0 7] [4 0 8] [0 0 -16] [3 0 -3] [5 0 -12]]","[[6 4] [7 5] [1 4] [2 5] [4 13] [0 3] [3 4] [5 3]]","[[6 10] [7 10] [1 10] [2 10] [4 10] [0 10] [3 10] [5 10]]"
"926","line","8","moving-only","10","10","[[5 0 14] [1 0 -2] [0 0 11] [6 0 18] [4 0 -18] [2 0 18] [7 0 16] [3 0 6]]","[[5 2] [1 13] [0 4] [6 2] [4 10] [2 1] [7 3] [3 6]]","[[5 10] [1 10] [0 10] [6 10] [4 10] [2 10] [7 10] [3 10]]"
"927","line","8","moving-only","10","10","[[3 0 6] [2 0 19] [7 0 7] [0 0 18] [6 0 16] [4 0 13] [1 0 12] [5 0 2]]","[[3 2] [2 2] [7 3] [0 1] [6 3] [4 2] [1 3] [5 25]]","[[3 10] [2 10] [7 10] [0 10] [6 10] [4 10] [1 10] [5 10]]"
"928","line","8","moving-only","10","10","[[3 0 8] [0 0 -1] [2 0 14] [5 0 -14] [1 0 -6] [4 0 8] [7 0 -12] [6 0 -12]]","[[3 4] [0 7] [2 9] [5 7] [1 5] [4 4] [7 4] [6 1]]","[[3 10] [0 10] [2 10] [5 10] [1 10] [4 10] [7 10] [6 10]]"
"929","line","8","moving-only","10","10","[[3 0 -14] [1 0 2] [5 0 -6] [0 0 6] [7 0 9] [2 0 4] [4 0 -14] [6 0 -2]]","[[3 6] [1 3] [5 6] [0 3] [7 13] [2 2] [4 4] [6 4]]","[[3 10] [1 10] [5 10] [0 10] [7 10] [2 10] [4 10] [6 10]]"
"930","line","8","moving-only","10","10","[[6 0 16] [2 0 -8] [7 0 7] [1 0 10] [3 0 -16] [4 0 -16] [0 0 15] [5 0 10]]","[[6 5] [2 11] [7 9] [1 1] [3 7] [4 2] [0 3] [5 3]]","[[6 10] [2 10] [7 10] [1 10] [3 10] [4 10] [0 10] [5 10]]"
"931","line","8","moving-only","10","10","[[6 0 -9] [3 0 -12] [2 0 16] [7 0 16] [4 0 -3] [5 0 7] [0 0 -16] [1 0 6]]","[[6 5] [3 4] [2 4] [7 5] [4 7] [5 5] [0 6] [1 5]]","[[6 10] [3 10] [2 10] [7 10] [4 10] [5 10] [0 10] [1 10]]"
"933","line","8","moving-only","10","10","[[3 0 10] [0 0 -15] [7 0 2] [6 0 14] [1 0 -6] [4 0 -5] [5 0 -15] [2 0 6]]","[[3 3] [0 7] [7 6] [6 9] [1 5] [4 4] [5 3] [2 4]]","[[3 10] [0 10] [7 10] [6 10] [1 10] [4 10] [5 10] [2 10]]"
"932","line","8","moving-only","10","10","[[1 0 -4] [0 0 -2] [2 0 -13] [5 0 6] [3 0 -15] [4 0 10] [6 0 3] [7 0 8]]","[[1 6] [0 3] [2 6] [5 2] [3 6] [4 11] [6 4] [7 3]]","[[1 10] [0 10] [2 10] [5 10] [3 10] [4 10] [6 10] [7 10]]"
"921","line","8","moving-only","10","10","[[3 0 -16] [1 0 9] [6 0 -3] [4 0 -11] [0 0 -5] [2 0 15] [5 0 4] [7 0 -16]]","[[3 4] [1 5] [6 5] [4 5] [0 4] [2 9] [5 6] [7 3]]","[[3 10] [1 10] [6 10] [4 10] [0 10] [2 10] [5 10] [7 10]]"
"934","line","8","moving-only","10","10","[[3 0 4] [6 0 16] [1 0 -7] [2 0 6] [0 0 -13] [4 0 -7] [7 0 14] [5 0 1]]","[[3 3] [6 6] [1 6] [2 4] [0 10] [4 1] [7 5] [5 6]]","[[3 10] [6 10] [1 10] [2 10] [0 10] [4 10] [7 10] [5 10]]"
"935","line","8","moving-only","10","10","[[7 0 -9] [1 0 -2] [4 0 -13] [5 0 2] [6 0 -7] [2 0 -11] [0 0 8] [3 0 11]]","[[7 3] [1 4] [4 9] [5 6] [6 3] [2 1] [0 4] [3 11]]","[[7 10] [1 10] [4 10] [5 10] [6 10] [2 10] [0 10] [3 10]]"
"938","line","8","moving-only","10","10","[[5 0 13] [2 0 16] [6 0 -8] [1 0 18] [7 0 -11] [4 0 15] [3 0 18] [0 0 11]]","[[5 3] [2 1] [6 11] [1 2] [7 11] [4 1] [3 2] [0 10]]","[[5 10] [2 10] [6 10] [1 10] [7 10] [4 10] [3 10] [0 10]]"
"936","line","8","moving-only","10","10","[[6 0 -5] [2 0 -3] [4 0 13] [1 0 -11] [3 0 -14] [5 0 13] [0 0 2] [7 0 3]]","[[6 5] [2 3] [4 5] [1 4] [3 8] [5 8] [0 3] [7 5]]","[[6 10] [2 10] [4 10] [1 10] [3 10] [5 10] [0 10] [7 10]]"
"937","line","8","moving-only","10","10","[[3 0 -8] [6 0 -15] [5 0 15] [0 0 -4] [2 0 -8] [4 0 -15] [1 0 9] [7 0 1]]","[[3 3] [6 2] [5 8] [0 5] [2 2] [4 7] [1 8] [7 6]]","[[3 10] [6 10] [5 10] [0 10] [2 10] [4 10] [1 10] [7 10]]"
"940","line","8","moving-only","10","10","[[0 0 -14] [4 0 -5] [1 0 -18] [7 0 -17] [5 0 12] [6 0 12] [3 0 -1] [2 0 -10]]","[[0 4] [4 4] [1 3] [7 2] [5 8] [6 7] [3 9] [2 4]]","[[0 10] [4 10] [1 10] [7 10] [5 10] [6 10] [3 10] [2 10]]"
"939","line","8","moving-only","10","10","[[7 0 7] [4 0 4] [2 0 -14] [0 0 9] [5 0 -4] [3 0 -13] [6 0 3] [1 0 -1]]","[[7 3] [4 2] [2 7] [0 12] [5 6] [3 5] [6 3] [1 3]]","[[7 10] [4 10] [2 10] [0 10] [5 10] [3 10] [6 10] [1 10]]"
"941","line","8","pricing-only","10","10","[[2 0 20] [6 0 -5] [3 0 18] [1 0 -8] [0 0 -13] [7 0 14] [4 0 -9] [5 0 7]]","[[2 2] [6 4] [3 3] [1 7] [0 6] [7 6] [4 6] [5 7]]","[[2 4] [6 4] [3 5] [1 1] [0 5] [7 6] [4 1] [5 7]]"
"942","line","8","pricing-only","10","10","[[7 0 12] [1 0 9] [4 0 19] [3 0 -19] [2 0 -11] [5 0 -19] [0 0 -12] [6 0 -9]]","[[7 8] [1 8] [4 3] [3 0] [2 9] [5 4] [0 5] [6 4]]","[[7 4] [1 5] [4 8] [3 3] [2 1] [5 2] [0 1] [6 3]]"
"943","line","8","pricing-only","10","10","[[0 0 13] [3 0 19] [5 0 2] [2 0 12] [6 0 -6] [4 0 7] [7 0 -15] [1 0 12]]","[[0 7] [3 1] [5 7] [2 2] [6 10] [4 4] [7 7] [1 3]]","[[0 1] [3 7] [5 7] [2 1] [6 10] [4 5] [7 15] [1 1]]"
"944","line","8","pricing-only","10","10","[[7 0 -11] [0 0 0] [3 0 -4] [4 0 -9] [5 0 -1] [6 0 3] [2 0 -19] [1 0 -19]]","[[7 4] [0 13] [3 4] [4 3] [5 2] [6 9] [2 3] [1 3]]","[[7 4] [0 1] [3 3] [4 4] [5 2] [6 4] [2 2] [1 2]]"
"947","line","8","pricing-only","10","10","[[3 0 14] [2 0 13] [5 0 -8] [7 0 -15] [6 0 6] [4 0 17] [1 0 15] [0 0 14]]","[[3 0] [2 11] [5 11] [7 7] [6 5] [4 3] [1 3] [0 1]]","[[3 1] [2 1] [5 11] [7 14] [6 8] [4 3] [1 1] [0 1]]"
"945","line","8","pricing-only","10","10","[[1 0 -2] [5 0 -14] [2 0 -1] [4 0 5] [0 0 11] [7 0 -10] [3 0 17] [6 0 12]]","[[1 5] [5 4] [2 6] [4 2] [0 5] [7 10] [3 4] [6 5]]","[[1 2] [5 8] [2 2] [4 6] [0 2] [7 4] [3 6] [6 2]]"
"946","line","8","pricing-only","10","10","[[1 0 -5] [3 0 -7] [7 0 -8] [0 0 -11] [4 0 -3] [6 0 -3] [2 0 -17] [5 0 3]]","[[1 1] [3 3] [7 2] [0 9] [4 3] [6 4] [2 1] [5 18]]","[[1 2] [3 1] [7 2] [0 4] [4 1] [6 1] [2 10] [5 6]]"
